,SRR1550981,SRR1551053,SRR1551060,SRR1551074
19:14611400:+,0.0,0.0,0.0,0.0
19:14611690:+,0.0,0.0,0.0,0.0
19:14611729:+,0.0,0.0,0.0,0.0
19:14611737:+,0.0,0.0,0.0,0.0
19:14611746:+,0.0,0.0,0.0,0.0
19:14611791:+,0.0,0.0,0.0,0.0
19:14611805:+,0.0,0.0,0.0,0.0
19:14734291:-,0.0,0.0,0.0,0.0
19:14734323:-,0.13043478260869565,0.0,0.0,0.0
19:14734348:-,0.0,0.0,0.0,0.0
19:14734350:-,0.0,0.0,0.0,0.0
19:14734437:-,0.06666666666666667,0.0,0.0,0.0
19:14734608:-,0.0,0.0,0.0,0.0
19:14734644:-,0.1875,0.0,0.0,0.0
19:14734650:-,0.0,0.0,0.0,0.0
19:14734663:-,0.0,0.0,0.0,0.0
19:14734668:-,0.0,0.0,0.0,0.0
19:14734701:-,0.0,0.0,0.0,0.0
19:14734717:-,0.0,0.0,0.0,0.1875
19:15661100:+,0.1111111111111111,0.11764705882352941,0.0,0.0
19:15661101:+,0.0,0.0,0.0,0.0
19:15661114:+,0.20833333333333334,0.0,0.0,0.0
19:15661150:+,0.0,0.6666666666666666,0.0,0.7333333333333333
19:15661157:+,0.0,0.0,0.0,0.0
19:15661206:+,0.2692307692307692,0.23529411764705882,0.17391304347826086,0.17647058823529413
19:15661211:+,0.15789473684210525,0.0,0.0,0.0
19:15661251:+,0.0,0.05172413793103448,0.09302325581395349,0.0
19:15662215:+,0.0,0.0,0.0,0.0
19:17552139:+,0.0,0.0,0.0,0.0
19:17552177:+,0.0,0.0,0.0,0.0
19:17552178:+,0.0,0.0,0.0,0.0
19:17552212:+,0.0,0.0,0.0,0.0
19:17552261:+,0.0,0.0,0.0,0.0
19:17552278:+,0.0,0.0,0.0,0.0
19:17552352:+,0.0,0.0,0.0,0.0
19:17552370:+,0.0,0.0,0.0,0.0
19:17552400:+,0.0,0.0,0.0,0.0
19:17552437:+,0.34146341463414637,0.0,0.0,0.0
19:17552438:+,0.0,0.2727272727272727,0.0,0.0
19:17552485:+,0.09302325581395349,0.0,0.0,0.0
19:17552652:+,0.25925925925925924,0.0,0.0,0.0
19:17552661:+,0.15789473684210525,0.0,0.0,0.0
19:17552674:+,0.0,0.0,0.0,0.0
19:17552675:+,0.0,0.0,0.0,0.0
19:17552680:+,0.0,0.0,0.0,0.0
19:17552683:+,0.0,0.0,0.0,0.0
19:17552777:+,0.0,0.0,0.0,0.0
19:17552817:+,0.10344827586206896,0.0,0.0,0.0
19:17552828:+,0.17142857142857143,0.0,0.0,0.0
19:17552838:+,0.17073170731707318,0.0,0.0,0.0
19:17553031:+,0.0,0.0,0.26666666666666666,0.0
19:17825711:-,0.0,0.0,0.05660377358490566,0.0
19:17826308:-,0.0,0.0,0.0,0.0
19:17826378:-,0.0,0.0,0.06,0.0
19:18149698:+,0.0,0.0,0.0,0.0
19:18173936:+,0.08208955223880597,0.0,0.0632279534109817,0.0
19:18177740:+,0.0,0.0,0.0,0.0
19:18365365:+,0.0,0.0,0.0,0.0
19:18366898:+,0.0,0.0,0.0,0.0
19:18368011:+,0.0,0.0,0.0,0.0
19:18368074:+,0.0,0.0,0.0,0.0
19:19177384:-,0.0,0.0,0.0,0.0
19:19177394:-,0.23529411764705882,0.0,0.0,0.0
19:19681494:+,0.0,0.0,0.0,0.0
19:19681646:+,0.0,0.0,0.0,0.0
19:19682267:+,0.0,0.0,0.0,0.0
19:19682923:+,0.10714285714285714,0.0,0.0,0.0
19:20198687:+,0.0,0.0,0.0,0.0
19:20198783:+,0.0,0.0,0.0,0.0
19:20199510:+,0.0,0.0,0.0,0.0
19:2072922:-,0.0,0.0,0.0,0.0
19:2072971:-,0.0,0.05454545454545454,0.05555555555555555,0.0
19:21184264:+,0.0,0.0,0.0,0.0
19:2512165:-,0.0,0.0,0.0,0.0
19:3466357:+,0.0,0.0,0.0,0.0
19:35746747:+,0.0,0.05357142857142857,0.0,0.0
19:38868138:-,0.0,0.0,0.0,0.0
19:38868225:-,0.0,0.0,0.0,0.0
19:38868387:-,0.0,0.0,0.0,0.0
19:38868429:-,0.0,0.0,0.0,0.0
19:38868459:-,0.0,0.0,0.0,0.0
19:38868509:-,0.0,0.0,0.0,0.0
19:38868521:-,0.0,0.0,0.0,0.0
19:38868549:-,0.0,0.0,0.0,0.0
19:38868588:-,0.0,0.0,0.0,0.0
19:38869066:-,0.0,0.0,0.1875,0.0
19:39426983:+,0.0,0.0,0.0,0.0
19:39427166:+,0.0,0.0,0.0,0.0
19:39427504:+,0.0,0.0,0.0,0.0
19:39427589:+,0.0,0.0,0.0,0.0
19:39427968:+,0.0,0.0,0.0,0.0
19:41323065:+,0.14285714285714285,0.0,0.0,0.0
19:41871485:+,0.0,0.0,0.0,0.0
19:41872625:+,0.0,0.0,0.0,0.0
19:41872633:+,0.0,0.0,0.0,0.0
19:41872642:+,0.0,0.0,0.0,0.0
19:41872774:+,0.0,0.0,0.0,0.0
19:4511817:+,0.36363636363636365,0.0,0.0,0.0
19:4522774:-,0.0,0.0,0.0,0.3333333333333333
19:4522826:-,0.0,0.0,0.0,0.0
19:4523012:-,0.15625,0.0,0.0,0.0
19:4523035:-,0.0,0.0,0.0,0.0
19:47321816:+,0.0,0.0,0.0,0.0
19:47342090:+,0.0,0.0,0.0,0.0
19:47342098:+,0.20833333333333334,0.0,0.0,0.0
19:47342099:+,0.0,0.0,0.0,0.0
19:47342104:+,0.0,0.0,0.0,0.0
19:47342619:+,0.23529411764705882,0.0,0.0,0.0
19:47343547:+,0.07692307692307693,0.0,0.0,0.15
19:47344199:+,0.0,0.0,0.0,0.0
19:48249812:-,0.0,0.0,0.0,0.0
19:48249840:-,0.0,0.0,0.0,0.0
19:48255828:-,0.0,0.0,0.0,0.0
19:48255860:-,0.0,0.0,0.0,0.0
19:5151479:+,0.0,0.0,0.0,0.0
19:51518411:-,0.0,0.0,0.0,0.0
19:51612339:-,0.0,0.0,0.0,0.0
19:51643652:-,0.0,0.0,0.0,0.0
19:52839309:-,0.0,0.0,0.0,0.0
19:55389284:+,0.0,0.0,0.0,0.0
19:55390413:+,0.0,0.0,0.0,0.0
19:57757103:+,0.0,0.0,0.0,0.0
19:57843026:+,0.0,0.0,0.0,0.0
19:57843226:+,0.0,0.0,0.0,0.0
19:57843243:+,0.0,0.0,0.0,0.0
19:57844421:+,0.0,0.0,0.0,0.0
19:57844442:+,0.0,0.0,0.0,0.0
19:57845109:+,0.0,0.0,0.0,0.0
19:57845789:+,0.0,0.0,0.0,0.0
19:57860468:+,0.0,0.0,0.0,0.0
19:57861973:+,0.0,0.0,0.0,0.0
19:5909552:+,0.0,0.0,0.0,0.0
19:5909553:+,0.0,0.0,0.0,0.0
19:5909608:+,0.0,0.0,0.0,0.0
19:5909618:+,0.0,0.0,0.0,0.0
19:5909628:+,0.0,0.0,0.0,0.0
19:5909649:+,0.0,0.0,0.0,0.0
19:5910413:+,0.0,0.0,0.0,0.0
19:5910657:+,0.0,0.0,0.0,0.0
19:5910723:+,0.0,0.0,0.0,0.0
19:9562242:-,0.0,0.0,0.0,0.0
19:9562833:-,0.0,0.0,0.0,0.0
19:9562853:-,0.0,0.0,0.0,0.0
19:9562995:-,0.0,0.0,0.0,0.0
19:9563661:-,0.0,0.0,0.0,0.0
19:9563674:-,0.0,0.0,0.0,0.0
1:10457994:-,0.0,0.0,0.0,0.0
1:148102826:-,0.0,0.0,0.0,0.0
1:149887303:-,0.0,0.0,0.0,0.0
1:149887583:+,0.0,0.0,0.0,0.0
1:150731017:-,0.07766990291262135,0.0,0.09565217391304348,0.0
1:150731108:-,0.0,0.0,0.0,0.0
1:150731136:-,0.37037037037037035,0.2571428571428571,0.1590909090909091,0.234375
1:150731142:-,0.0,0.0,0.0,0.0
1:150731170:-,0.0,0.0,0.0,0.050724637681159424
1:150731195:-,0.0,0.0,0.0,0.05263157894736842
1:150731202:-,0.0,0.1111111111111111,0.0,0.07936507936507936
1:150731221:-,0.13636363636363635,0.0,0.10810810810810811,0.17142857142857143
1:150731238:-,0.0,0.0,0.0,0.056338028169014086
1:150731239:-,0.08571428571428572,0.0,0.0,0.08450704225352113
1:150731243:-,0.08571428571428572,0.10256410256410256,0.08,0.0958904109589041
1:150731265:-,0.0,0.0,0.0,0.0
1:150731268:-,0.0,0.0,0.0,0.0
1:150731275:-,0.22807017543859648,0.16176470588235295,0.16279069767441862,0.1926605504587156
1:150731287:-,0.075,0.0,0.06306306306306306,0.0
1:150731300:-,0.0,0.0,0.0,0.0
1:150731304:-,0.0,0.05,0.0,0.0
1:150731305:-,0.0,0.0,0.0,0.0
1:150731310:-,0.1111111111111111,0.10294117647058823,0.10185185185185185,0.1111111111111111
1:150731335:-,0.0,0.0,0.0,0.0
1:150731343:-,0.0,0.0,0.0,0.0
1:150731361:-,0.0,0.0,0.0,0.0
1:150731383:-,0.07920792079207921,0.0,0.0,0.0
1:150731385:-,0.05504587155963303,0.056818181818181816,0.0,0.0
1:150731936:-,0.16216216216216217,0.15789473684210525,0.11382113821138211,0.12
1:150731941:-,0.0,0.0,0.06201550387596899,0.0
1:150731966:-,0.0,0.0,0.0,0.0
1:150731971:-,0.0,0.0,0.0,0.0
1:150731999:-,0.16666666666666666,0.21428571428571427,0.1566265060240964,0.1595744680851064
1:150732006:-,0.05,0.0,0.0,0.05755395683453238
1:150732009:-,0.06349206349206349,0.0,0.0,0.07333333333333333
1:150732023:-,0.07228915662650602,0.05511811023622047,0.0,0.05263157894736842
1:150732031:-,0.0,0.0,0.0,0.0
1:150732067:-,0.13333333333333333,0.0,0.07317073170731707,0.06802721088435375
1:150732071:-,0.0,0.0,0.0,0.0
1:150732108:-,0.0,0.0,0.0,0.08695652173913043
1:150732128:-,0.07142857142857142,0.06896551724137931,0.0,0.0
1:150732136:-,0.21666666666666667,0.08247422680412371,0.09803921568627451,0.07051282051282051
1:150732177:-,0.09259259259259259,0.0,0.09345794392523364,0.10091743119266056
1:150732182:-,0.0,0.0,0.0,0.0
1:150732735:-,0.0,0.0,0.0,0.0
1:150732739:-,0.0,0.0,0.0,0.0
1:150732771:-,0.05827067669172932,0.058333333333333334,0.07524752475247524,0.05609756097560976
1:150732801:-,0.0,0.0,0.0,0.0
1:150732809:-,0.0,0.0,0.0,0.0
1:150732828:-,0.0,0.0,0.0,0.0
1:150732855:-,0.0,0.0,0.0,0.0
1:151121699:+,0.0,0.0,0.0,0.0
1:151124328:+,0.0,0.0,0.0,0.0
1:151871158:-,0.0,0.0,0.0,0.0
1:15934353:+,0.0,0.0,0.0,0.0
1:160332453:-,0.0,0.06451612903225806,0.0,0.0
1:160350196:+,0.13636363636363635,0.0,0.0,0.0
1:160996510:-,0.13953488372093023,0.13513513513513514,0.0,0.08333333333333333
1:160996560:-,0.07142857142857142,0.0,0.0,0.0
1:160996561:-,0.08928571428571429,0.2631578947368421,0.0,0.18518518518518517
1:160996582:-,0.0,0.0,0.0,0.0
1:160996682:-,0.0,0.0,0.0,0.0
1:160998025:-,0.2,0.0,0.0,0.0
1:160998147:-,0.125,0.2222222222222222,0.17391304347826086,0.08333333333333333
1:161047799:-,0.0,0.0,0.0,0.0
1:1663537:-,0.13793103448275862,0.1111111111111111,0.12903225806451613,0.0
1:1663567:-,0.0,0.0,0.0,0.0
1:1663581:-,0.13636363636363635,0.0,0.0,0.0
1:1663585:-,0.0,0.0,0.0,0.0
1:1663591:-,0.0,0.08571428571428572,0.0,0.0
1:1663608:-,0.0,0.15151515151515152,0.15151515151515152,0.0
1:1663634:-,0.0,0.10344827586206896,0.0967741935483871,0.0
1:1663740:-,0.0,0.07894736842105263,0.0,0.0
1:17069157:-,0.0,0.0,0.0,0.0
1:184791988:-,0.13793103448275862,0.0,0.0,0.0
1:184791994:-,0.0,0.0,0.0,0.0
1:184792044:-,0.12080536912751678,0.16363636363636364,0.07936507936507936,0.13253012048192772
1:184792053:-,0.14743589743589744,0.2,0.06666666666666667,0.20512820512820512
1:184792094:-,0.06293706293706294,0.0,0.0,0.05128205128205128
1:184792139:-,0.39655172413793105,0.2647058823529412,0.32653061224489793,0.3389830508474576
1:184792177:-,0.248,0.23529411764705882,0.23255813953488372,0.21666666666666667
1:184792215:-,0.13924050632911392,0.20930232558139536,0.0,0.057692307692307696
1:184792226:-,0.0,0.0,0.0,0.0
1:184793337:-,0.10144927536231885,0.057692307692307696,0.09523809523809523,0.07547169811320754
1:184793352:-,0.2,0.0851063829787234,0.10204081632653061,0.12727272727272726
1:184793389:-,0.3695652173913043,0.23529411764705882,0.3023255813953488,0.34
1:184793446:-,0.1956521739130435,0.14285714285714285,0.0,0.075
1:184793455:-,0.2,0.0,0.16,0.23404255319148937
1:184793541:-,0.2,0.2647058823529412,0.25,0.18181818181818182
1:204550605:+,0.0,0.0,0.0,0.0
1:204550649:+,0.0,0.0,0.0,0.0
1:204550768:+,0.0,0.0,0.0,0.0
1:204552031:+,0.0,0.0,0.0,0.0
1:204552193:+,0.0,0.0,0.0,0.0
1:204552583:+,0.0,0.0,0.0,0.0
1:204552595:+,0.0,0.0,0.0,0.0
1:204555617:+,0.0,0.0,0.0,0.0
1:204555677:+,0.0,0.0,0.0,0.0
1:204555717:+,0.0,0.0,0.0,0.0
1:204555821:+,0.0,0.0,0.3,0.0
1:204556404:+,0.0,0.0,0.0,0.0
1:204556419:+,0.15789473684210525,0.17647058823529413,0.0,0.0
1:204556450:+,0.0,0.0,0.0,0.0
1:204556462:+,0.0,0.0,0.0,0.0
1:204556471:+,0.0,0.0,0.0,0.0
1:204556512:+,0.0,0.0,0.0,0.0
1:204556519:+,0.0,0.0,0.0,0.0
1:204556558:+,0.0,0.0,0.0,0.0
1:204556584:+,0.18181818181818182,0.0,0.0,0.0
1:204556652:+,0.13043478260869565,0.0,0.13636363636363635,0.0
1:204556661:+,0.0,0.0,0.0,0.0
1:204557425:+,0.0,0.0,0.0,0.0
1:204557466:+,0.18181818181818182,0.0,0.0,0.0
1:204557502:+,0.14285714285714285,0.0,0.0,0.0
1:204557531:+,0.2413793103448276,0.0,0.3,0.0
1:204557623:+,0.08571428571428572,0.0,0.2,0.0
1:204557666:+,0.19444444444444445,0.0,0.17647058823529413,0.0
1:212816222:+,0.0,0.0,0.0,0.0
1:225846244:-,0.0,0.0,0.0,0.0
1:225983638:-,0.0,0.0,0.0,0.0
1:225983698:-,0.0,0.0,0.17647058823529413,0.0
1:225984620:-,0.0,0.0,0.0,0.0
1:24537642:+,0.0,0.0,0.0,0.0
1:24537828:+,0.0,0.0,0.0,0.0
1:24538468:+,0.0,0.0,0.0,0.0
1:24538697:+,0.0,0.0,0.0,0.0
1:24538857:+,0.0,0.0,0.0,0.0
1:26879110:-,0.0,0.0,0.0,0.0
1:28498857:+,0.0,0.0,0.0,0.0
1:28499572:+,0.0,0.0,0.2727272727272727,0.0
1:35602075:-,0.0,0.0,0.0,0.0
1:35602147:-,0.0,0.0,0.0,0.0
1:35602150:-,0.0,0.0,0.0,0.0
1:35602182:-,0.0,0.0,0.0,0.0
1:35602215:-,0.0,0.0,0.0,0.0
1:35602564:-,0.0,0.0,0.0,0.0
1:35602608:-,0.0,0.0,0.0,0.0
1:35602629:-,0.0,0.0,0.0,0.0
1:35602723:-,0.0,0.0,0.0,0.0
1:35602768:-,0.0,0.0,0.0,0.0
1:3780492:-,0.0,0.0,0.0,0.0
1:37860921:-,0.0,0.0,0.0,0.0
1:37860970:-,0.2,0.0,0.0,0.0
1:37861027:-,0.0,0.0,0.0,0.0
1:37861055:-,0.2631578947368421,0.23076923076923078,0.19047619047619047,0.0
1:37861065:-,0.0,0.0,0.0,0.0
1:37861101:-,0.0,0.0,0.0,0.0
1:37862027:-,0.0,0.0,0.0,0.0
1:52823874:+,0.0,0.0,0.0,0.0
1:6522364:-,0.0,0.0,0.0,0.0
1:66985111:+,0.0,0.0,0.0,0.0
1:66985165:+,0.0,0.0,0.0,0.0
1:89182619:-,0.3333333333333333,0.0,0.22857142857142856,0.0
1:89182705:-,0.0,0.0,0.08823529411764706,0.0
1:89182751:-,0.0,0.0,0.0,0.0
1:89183643:-,0.0,0.1,0.11627906976744186,0.0
1:89183685:-,0.0,0.12,0.25806451612903225,0.0
1:89183695:-,0.0,0.13793103448275862,0.0,0.0
1:89183803:-,0.0,0.0,0.0,0.0
1:89183838:-,0.0,0.1,0.10526315789473684,0.0
1:89183865:-,0.0,0.35,0.375,0.0
1:9266897:+,0.0,0.0,0.0,0.0
20:20390866:-,0.16,0.0,0.0,0.0
20:36891631:-,0.0,0.0,0.0,0.0
20:36892531:-,0.0,0.0,0.0,0.0
20:36892555:-,0.0,0.0,0.0,0.0
20:36892573:-,0.1111111111111111,0.0975609756097561,0.1926605504587156,0.14150943396226415
20:37519160:-,0.0,0.08333333333333333,0.08333333333333333,0.0
20:37519169:-,0.0,0.21875,0.0,0.0
20:37519232:-,0.0,0.0,0.0,0.0
20:3869565:+,0.0,0.0,0.0,0.0
20:3869813:+,0.0,0.0,0.0,0.0
20:3869839:+,0.0,0.0,0.0,0.0
20:3869866:+,0.0,0.0,0.0,0.0
20:3872210:+,0.0,0.3157894736842105,0.0,0.0
20:3872213:+,0.0,0.1111111111111111,0.0,0.0
20:3872376:+,0.0,0.0,0.0,0.0
20:3872412:+,0.0,0.0,0.0,0.0
20:3928531:-,0.0,0.0,0.0,0.0
20:3928567:-,0.0,0.2857142857142857,0.16666666666666666,0.13793103448275862
20:3928592:-,0.1836734693877551,0.0,0.11538461538461539,0.18181818181818182
20:3928618:-,0.0,0.0,0.0,0.0
20:3928671:-,0.17647058823529413,0.19047619047619047,0.0,0.0
20:3928883:-,0.0,0.0,0.0,0.0967741935483871
20:3928930:-,0.10869565217391304,0.0,0.10714285714285714,0.10344827586206896
20:3928933:-,0.09803921568627451,0.0,0.13793103448275862,0.0
20:3928944:-,0.0,0.0,0.0,0.0
20:3928953:-,0.06329113924050633,0.0,0.0,0.0
20:3928959:-,0.2125,0.16216216216216217,0.25,0.1951219512195122
20:3928985:-,0.0,0.0,0.0,0.0
20:3929065:-,0.0,0.0,0.0,0.0
20:3929232:-,0.0,0.0,0.0,0.0
20:3929281:-,0.0,0.0,0.0,0.0
20:3929291:-,0.10989010989010989,0.17647058823529413,0.1,0.16393442622950818
20:3929316:-,0.22522522522522523,0.2962962962962963,0.18461538461538463,0.16666666666666666
20:3929346:-,0.0,0.0,0.0,0.0
20:3929376:-,0.2465753424657534,0.15789473684210525,0.0,0.13636363636363635
20:45077524:+,0.0,0.0,0.0,0.0
20:45078228:+,0.0,0.17391304347826086,0.20833333333333334,0.0
20:45078305:+,0.0,0.2,0.0,0.0
20:45078344:+,0.0,0.0,0.0,0.0
20:45078346:+,0.11904761904761904,0.05084745762711865,0.0,0.06976744186046512
20:45079027:+,0.0,0.0,0.0,0.0
20:45079067:+,0.36363636363636365,0.21739130434782608,0.22448979591836735,0.2826086956521739
20:45079094:+,0.08333333333333333,0.0,0.0,0.0
20:45079117:+,0.08653846153846154,0.0,0.056818181818181816,0.06557377049180328
20:45079129:+,0.1276595744680851,0.0,0.0,0.0
20:45079143:+,0.0,0.0,0.0,0.0
20:45079148:+,0.06060606060606061,0.0,0.0,0.0
20:45079172:+,0.06315789473684211,0.0,0.0,0.0
20:45802003:+,0.0,0.0,0.0,0.0
20:50876763:+,0.0,0.0,0.0,0.0
20:5195165:+,0.0,0.0,0.0,0.0
20:62813216:+,0.0,0.0,0.14285714285714285,0.16666666666666666
21:33263910:+,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.0
21:33263997:+,0.1875,0.0,0.0,0.1875
21:33264782:+,0.21428571428571427,0.15384615384615385,0.26666666666666666,0.11538461538461539
21:33264843:+,0.22580645161290322,0.21428571428571427,0.0,0.15625
21:33264853:+,0.25,0.24,0.23529411764705882,0.28
21:33265139:+,0.0,0.0,0.0,0.0
21:33355908:+,0.0,0.0,0.0,0.0
21:33357801:+,0.0,0.0,0.0,0.0
21:33358770:+,0.07692307692307693,0.0,0.0,0.1
21:33550441:+,0.0,0.0,0.0,0.0
21:33550481:+,0.0,0.0,0.0,0.0
21:33550852:+,0.0,0.0,0.0,0.0
21:33550949:+,0.0,0.06382978723404255,0.0,0.0
21:33551012:+,0.0,0.10526315789473684,0.05660377358490566,0.0
21:33551528:+,0.0,0.0,0.0,0.0
21:33551798:+,0.0,0.0,0.0,0.0
21:38302921:+,0.2,0.0,0.36363636363636365,0.375
21:42909822:+,0.0,0.0,0.0,0.0
21:44224635:-,0.0,0.0,0.0,0.0
21:45512814:+,0.0,0.0,0.0,0.0
22:17110242:+,0.0,0.1111111111111111,0.0,0.0
22:17110376:+,0.0,0.08333333333333333,0.12121212121212122,0.07894736842105263
22:17110777:+,0.0,0.078125,0.0784313725490196,0.0
22:17113267:+,0.16,0.0,0.15,0.17391304347826086
22:17113310:+,0.0,0.0,0.0,0.0
22:17113448:+,0.0,0.14634146341463414,0.0,0.0
22:17113458:+,0.25,0.075,0.1935483870967742,0.25
22:17113470:+,0.0,0.0,0.0,0.0
22:17116946:-,0.1875,0.0,0.0,0.0
22:17116947:-,0.0,0.0,0.0,0.0
22:18088707:+,0.0,0.0,0.0,0.0
22:20065601:+,0.0,0.0,0.0,0.0
22:21922604:-,0.0,0.0,0.0,0.0
22:24572666:+,0.0,0.0,0.0,0.0
22:24573002:+,0.0,0.25,0.0,0.0
22:24573020:+,0.0,0.0,0.0,0.0
22:24573082:+,0.0,0.0,0.0,0.0
22:24573092:+,0.0,0.23529411764705882,0.0,0.0
22:24573123:+,0.0,0.0,0.0,0.0
22:24573190:+,0.0,0.0,0.0,0.0
22:24573659:+,0.0,0.0,0.0,0.0
22:24573660:+,0.0,0.0,0.23076923076923078,0.36363636363636365
22:24573786:+,0.0,0.14285714285714285,0.0,0.0
22:24573813:+,0.0,0.0,0.0,0.0
22:24574706:+,0.0,0.0,0.0,0.0
22:24574751:+,0.0,0.0,0.0,0.0
22:25724899:+,0.0,0.0,0.0,0.0
22:25725025:+,0.0,0.0,0.0,0.0
22:25725030:+,0.0,0.0,0.0,0.0
22:25725098:+,0.0,0.0,0.0,0.0
22:25725109:+,0.0,0.0,0.0,0.0
22:26522822:-,0.0,0.0,0.0,0.0
22:26522896:-,0.0,0.0,0.0,0.0
22:26523182:-,0.0,0.0,0.0,0.0
22:26523800:-,0.0,0.0,0.0,0.0
22:26524341:-,0.0,0.0,0.0,0.0
22:26524444:-,0.0,0.0,0.0,0.0
22:26524475:-,0.0,0.0,0.0,0.0
22:26524500:-,0.0,0.0,0.0,0.0
22:26524504:-,0.0,0.0,0.0,0.0
22:26525284:-,0.0,0.0,0.0,0.0
22:26525341:-,0.0,0.0,0.0,0.0
22:35659829:+,0.0,0.25,0.0,0.0
22:35659868:+,0.0,0.0,0.0,0.0
22:35659926:+,0.0,0.0,0.0,0.0
22:35659931:+,0.0,0.0,0.0,0.0
22:35659975:+,0.0,0.0,0.0,0.0
22:35660344:+,0.0,0.0,0.0,0.0
22:35660361:+,0.0,0.0,0.0,0.0
22:35660445:+,0.0,0.0,0.0,0.0
22:35660498:+,0.0,0.0,0.0,0.0
22:35660516:+,0.0,0.0,0.0,0.0
22:35660582:+,0.0,0.0,0.0,0.0
22:35660617:+,0.0,0.0,0.0,0.0
22:35660702:+,0.0,0.0,0.0,0.0
22:35661307:+,0.0,0.0,0.0,0.0
22:36266114:+,0.0,0.0,0.0,0.0
22:36266649:+,0.375,0.0,0.0,0.36363636363636365
22:36266650:+,0.0,0.0,0.0,0.0
22:36266793:+,0.0,0.0,0.0,0.0
22:36266794:+,0.0,0.0,0.0,0.0
22:36266854:+,0.15625,0.0,0.0,0.0
22:36266886:+,0.0,0.0,0.0,0.0
22:39018748:+,0.0,0.0,0.0,0.0
22:39018894:+,0.0,0.0,0.0,0.0
22:39018917:+,0.0,0.0,0.0,0.0
22:39019885:+,0.19047619047619047,0.0,0.0,0.13043478260869565
22:39019975:+,0.0,0.0,0.0,0.0
22:39020029:+,0.08928571428571429,0.0,0.061224489795918366,0.0
22:39020057:+,0.0,0.0,0.0,0.0
22:39020075:+,0.125,0.23333333333333334,0.08928571428571429,0.09090909090909091
22:39032721:+,0.23076923076923078,0.0,0.21428571428571427,0.0
22:41178990:+,0.0,0.0,0.0,0.0
22:41599255:-,0.0,0.0,0.0,0.0
22:41599279:-,0.0,0.0,0.0,0.0
22:42381237:-,0.12244897959183673,0.0,0.0,0.0
22:42381262:-,0.1896551724137931,0.0,0.0,0.2
22:42381369:-,0.0684931506849315,0.0,0.07608695652173914,0.06666666666666667
22:42382830:-,0.05063291139240506,0.0,0.0,0.0
22:42382869:-,0.0,0.0,0.0,0.0
22:42383474:-,0.1415929203539823,0.09090909090909091,0.0,0.08064516129032258
22:42383480:-,0.0,0.0,0.09803921568627451,0.0
22:42383500:-,0.0784313725490196,0.0,0.0,0.0
22:42383504:-,0.09090909090909091,0.0,0.05454545454545454,0.0
22:42383532:-,0.2962962962962963,0.0,0.23076923076923078,0.19672131147540983
22:42383533:-,0.205607476635514,0.0,0.0,0.11267605633802817
22:42383582:-,0.11009174311926606,0.0,0.08695652173913043,0.06578947368421052
22:42383646:-,0.061224489795918366,0.08333333333333333,0.08602150537634409,0.06521739130434782
22:42383670:-,0.0,0.06666666666666667,0.0,0.0
22:50623950:-,0.0,0.0,0.0,0.0
22:50624024:-,0.0,0.0,0.0,0.0
22:50624361:-,0.0,0.0,0.0,0.0
2:128193936:+,0.0,0.0,0.0,0.0
2:152120203:-,0.0,0.0,0.0,0.0
2:159769457:-,0.0,0.06521739130434782,0.0,0.0
2:159769988:-,0.0,0.0,0.0,0.0
2:159770082:-,0.0,0.0,0.0,0.0
2:159770173:-,0.0,0.125,0.0,0.12903225806451613
2:200977710:-,0.0,0.0,0.0,0.0
2:200977768:-,0.0,0.0,0.0,0.0
2:200977820:-,0.0,0.0,0.0,0.0
2:200978571:-,0.0,0.0,0.0,0.0
2:201164009:+,0.0,0.0,0.1111111111111111,0.0
2:201164040:+,0.0,0.0,0.0,0.0
2:201164055:+,0.056818181818181816,0.0,0.0,0.0
2:201164079:+,0.0,0.0,0.0,0.0
2:201164087:+,0.05263157894736842,0.06896551724137931,0.058823529411764705,0.0
2:201164143:+,0.21951219512195122,0.34210526315789475,0.0,0.25
2:201165370:+,0.11538461538461539,0.0,0.09090909090909091,0.0
2:201165387:+,0.175,0.125,0.13513513513513514,0.14814814814814814
2:201165399:+,0.0,0.0,0.0,0.0
2:201165409:+,0.0,0.0,0.0,0.0
2:201165444:+,0.0,0.07692307692307693,0.08163265306122448,0.07317073170731707
2:201165450:+,0.06382978723404255,0.0,0.07142857142857142,0.0
2:201165480:+,0.0,0.15384615384615385,0.0,0.0
2:201165514:+,0.0,0.0,0.0,0.0
2:201165533:+,0.0,0.0,0.0,0.0
2:201165545:+,0.06818181818181818,0.0,0.0,0.0
2:201175413:+,0.0,0.0,0.0,0.0
2:201218006:+,0.0,0.0,0.0,0.0
2:201219148:+,0.3,0.38461538461538464,0.0,0.0
2:201219251:+,0.0,0.0,0.0,0.0
2:201286638:+,0.3037974683544304,0.12244897959183673,0.17857142857142858,0.15555555555555556
2:201286665:+,0.0,0.0,0.0,0.0
2:201286714:+,0.0,0.0,0.0,0.0
2:201286732:+,0.0,0.0,0.0,0.0
2:201287274:+,0.0,0.0,0.06097560975609756,0.0
2:201287277:+,0.07407407407407407,0.0,0.08536585365853659,0.0
2:201287293:+,0.0,0.0,0.0,0.0
2:201287299:+,0.0,0.0,0.0,0.0
2:201287323:+,0.0,0.0,0.0,0.0
2:201287338:+,0.10638297872340426,0.1,0.0847457627118644,0.0
2:201287346:+,0.0,0.0,0.0,0.0
